,created_at,product_code,customer_code,status,tipo,nome_tipo
4195,2023-05-11 13:01:32,123864950,47173368,NORMAL,1,Elefante
4200,2023-05-11 13:01:35,128159277,971859,NORMAL,1,Elefante
4202,2023-05-11 13:01:27,111197861,15105077,NORMAL,1,Elefante
4204,2023-05-11 13:01:32,125864008,48160933,NORMAL,1,Elefante
4206,2023-05-11 13:02:38,134638068,58139959,CRITICO,1,Elefante
4221,2023-05-11 13:01:28,123868595,341512,NORMAL,1,Elefante
4232,2023-05-11 13:01:35,122284970,56112126,CRITICO,1,Elefante
4235,2023-05-11 13:01:35,134501181,9317975,CRITICO,1,Elefante
4237,2023-05-11 13:01:35,122559217,56179021,CRITICO,1,Elefante
4239,2023-05-11 13:01:35,122284880,56112081,CRITICO,1,Elefante
4242,2023-05-11 13:01:35,122285173,56112226,CRITICO,1,Elefante
4243,2023-05-11 13:01:27,108617588,6915485,NORMAL,1,Elefante
4251,2023-05-11 13:01:34,122559249,56179038,CRITICO,1,Elefante
4261,2023-05-11 13:01:27,122558779,5610450,CRITICO,1,Elefante
4264,2023-05-11 13:01:34,122272087,56109018,CRITICO,1,Elefante
4275,2023-05-11 13:01:27,108625213,12141123,NORMAL,1,Elefante
4279,2023-05-11 13:01:34,123862168,56107586,NORMAL,1,Elefante
4281,2023-05-11 13:01:34,122557150,56178267,CRITICO,1,Elefante
4282,2023-05-11 13:01:34,122556289,56178091,CRITICO,1,Elefante
4295,2023-05-11 13:01:33,122559311,56179075,CRITICO,1,Elefante
4297,2023-05-11 13:01:28,104463831,38132949,CRITICO,1,Elefante
4304,2023-05-11 13:02:38,111540004,19178892,NORMAL,1,Elefante
4305,2023-05-11 13:02:38,111540004,19178892,NORMAL,1,Elefante
4306,2023-05-11 13:02:38,111540004,19178892,NORMAL,1,Elefante
4307,2023-05-11 13:02:38,111540004,19178892,NORMAL,1,Elefante
4318,2023-05-11 13:01:27,109929303,7512693,NORMAL,1,Elefante
4320,2023-05-11 13:01:28,121570905,34123414,NORMAL,1,Elefante
4327,2023-05-11 13:01:27,109927875,9915667,NORMAL,1,Elefante
4333,2023-05-11 16:13:20,122292405,56114016,CRITICO,1,Elefante
4335,2023-05-11 13:02:37,134641271,40127399,CRITICO,1,Elefante
4344,2023-05-11 13:02:37,81276575,4917263,CRITICO,1,Elefante
4349,2023-05-11 13:01:27,109940837,10171228,NORMAL,1,Elefante
4350,2023-05-11 13:01:26,102928998,46147445,CRITICO,1,Elefante
